Regional Agency for Environment Protection - Friuli Venezia Giulia Region (ARPA FVG) 
www.arpa.fvg.it 
Regional Center for Environmental Modelling (CRMA) 
via Cairoli, 14 - 33057 Palmanova (UD) ITALY 
Created on 2008-02-25 09:32:27 by FVG_DEM_Reader.r on 05ACEVER3194 Windows x86 machine 
Proj: UTM ; Datum: Rome Monte Mario 1940 ; Essipsoid: International 1924   Grid: 330 x 283 points ; Step 0.01 km ; Origin: ( 399.146 , 5047.508 ) km 
km;km;m
400.696;5047.948;-9999
400.706;5047.948;-9999
400.716;5047.948;-9999
400.726;5047.948;-9999
400.736;5047.948;-9999
400.746;5047.948;-9999
400.756;5047.948;-9999
400.766;5047.948;-9999
400.776;5047.948;-9999
400.786;5047.948;-9999
400.796;5047.948;-9999
400.806;5047.948;-9999
400.816;5047.948;-9999
400.826;5047.948;-9999
400.836;5047.948;-9999
400.846;5047.948;-9999
400.856;5047.948;-9999
400.866;5047.948;-9999
400.876;5047.948;-9999
400.886;5047.948;-9999
400.896;5047.948;-9999
400.906;5047.948;-9999
400.916;5047.948;-9999
400.926;5047.948;-9999
400.936;5047.948;-9999
400.946;5047.948;-9999
400.956;5047.948;-9999
400.966;5047.948;-9999
400.976;5047.948;-9999
400.986;5047.948;-9999
400.996;5047.948;-9999
401.006;5047.948;-9999
401.016;5047.948;-9999
401.026;5047.948;-9999
401.036;5047.948;-9999
401.046;5047.948;-9999
401.056;5047.948;-9999
401.066;5047.948;-9999
401.076;5047.948;-9999
401.086;5047.948;-9999
401.096;5047.948;-9999
401.106;5047.948;-9999
401.116;5047.948;-9999
401.126;5047.948;-9999
401.136;5047.948;-9999
401.146;5047.948;-9999
401.156;5047.948;-9999
401.166;5047.948;-9999
401.176;5047.948;-9999
401.186;5047.948;-9999
401.196;5047.948;-9999
401.206;5047.948;-9999
401.216;5047.948;-9999
401.226;5047.948;-9999
401.236;5047.948;-9999
401.246;5047.948;-9999
401.256;5047.948;-9999
401.266;5047.948;-9999
401.276;5047.948;-9999
401.286;5047.948;-9999
401.296;5047.948;-9999
401.306;5047.948;-9999
401.316;5047.948;-9999
401.326;5047.948;-9999
401.336;5047.948;-9999
401.346;5047.948;-9999
401.356;5047.948;-9999
401.366;5047.948;-9999
401.376;5047.948;-9999
401.386;5047.948;-9999
401.396;5047.948;-9999
401.406;5047.948;-9999
401.416;5047.948;-9999
401.426;5047.948;-9999
401.436;5047.948;-9999
401.446;5047.948;-9999
401.456;5047.948;-9999
401.466;5047.948;-9999
401.476;5047.948;-9999
401.486;5047.948;-9999
401.496;5047.948;-9999
401.506;5047.948;-9999
401.516;5047.948;-9999
401.526;5047.948;-9999
401.536;5047.948;-9999
401.546;5047.948;-9999
401.556;5047.948;-9999
401.566;5047.948;-9999
401.576;5047.948;-9999
401.586;5047.948;-9999
401.596;5047.948;-9999
401.606;5047.948;-9999
401.616;5047.948;-9999
401.626;5047.948;-9999
401.636;5047.948;-9999
401.646;5047.948;-9999
401.656;5047.948;-9999
401.666;5047.948;-9999
401.676;5047.948;-9999
401.686;5047.948;-9999
401.696;5047.948;-9999
401.706;5047.948;-9999
401.716;5047.948;-9999
401.726;5047.948;-9999
401.736;5047.948;-9999
401.746;5047.948;-9999
401.756;5047.948;-9999
401.766;5047.948;-9999
401.776;5047.948;-9999
401.786;5047.948;-9999
401.796;5047.948;-9999
401.806;5047.948;-9999
401.816;5047.948;-9999
401.826;5047.948;-9999
401.836;5047.948;-9999
401.846;5047.948;-9999
401.856;5047.948;-9999
401.866;5047.948;-9999
401.876;5047.948;-9999
401.886;5047.948;-9999
401.896;5047.948;-9999
401.906;5047.948;-9999
401.916;5047.948;-9999
401.926;5047.948;-9999
401.936;5047.948;-9999
401.946;5047.948;-9999
401.956;5047.948;-9999
401.966;5047.948;-9999
401.976;5047.948;-9999
401.986;5047.948;-9999
401.996;5047.948;-9999
402.006;5047.948;-9999
402.016;5047.948;-9999
402.026;5047.948;-9999
402.036;5047.948;-9999
402.046;5047.948;-9999
402.056;5047.948;-9999
402.066;5047.948;-9999
402.076;5047.948;-9999
402.086;5047.948;-9999
402.096;5047.948;-9999
402.106;5047.948;-9999
402.116;5047.948;-9999
402.126;5047.948;-9999
402.136;5047.948;-9999
402.146;5047.948;-9999
402.156;5047.948;-9999
402.166;5047.948;-9999
402.176;5047.948;-9999
402.186;5047.948;-9999
402.196;5047.948;-9999
402.206;5047.948;-9999
402.216;5047.948;-9999
402.226;5047.948;-9999
402.236;5047.948;-9999
402.246;5047.948;-9999
402.256;5047.948;-9999
402.266;5047.948;-9999
402.276;5047.948;-9999
402.286;5047.948;-9999
402.296;5047.948;-9999
402.306;5047.948;-9999
402.316;5047.948;-9999
402.326;5047.948;-9999
402.336;5047.948;-9999
402.346;5047.948;-9999
402.356;5047.948;-9999
402.366;5047.948;-9999
402.376;5047.948;-9999
402.386;5047.948;-9999
402.396;5047.948;-9999
402.406;5047.948;-9999
402.416;5047.948;-9999
402.426;5047.948;-9999
402.436;5047.948;-9999
399.146;5047.958;-9999
399.156;5047.958;-9999
399.166;5047.958;-9999
399.176;5047.958;-9999
399.186;5047.958;-9999
399.196;5047.958;-9999
399.206;5047.958;-9999
399.216;5047.958;-9999
399.226;5047.958;-9999
399.236;5047.958;-9999
399.246;5047.958;-9999
399.256;5047.958;-9999
399.266;5047.958;-9999
399.276;5047.958;-9999
399.286;5047.958;-9999
399.296;5047.958;-9999
399.306;5047.958;-9999
399.316;5047.958;-9999
399.326;5047.958;-9999
399.336;5047.958;-9999
399.346;5047.958;-9999
399.356;5047.958;-9999
399.366;5047.958;-9999
399.376;5047.958;-9999
399.386;5047.958;-9999
399.396;5047.958;-9999
399.406;5047.958;-9999
399.416;5047.958;-9999
399.426;5047.958;-9999
399.436;5047.958;-9999
399.446;5047.958;-9999
399.456;5047.958;-9999
399.466;5047.958;-9999
399.476;5047.958;-9999
399.486;5047.958;-9999
399.496;5047.958;-9999
399.506;5047.958;-9999
399.516;5047.958;-9999
399.526;5047.958;-9999
399.536;5047.958;-9999
399.546;5047.958;-9999
399.556;5047.958;-9999
399.566;5047.958;-9999
399.576;5047.958;-9999
399.586;5047.958;-9999
399.596;5047.958;-9999
399.606;5047.958;-9999
399.616;5047.958;-9999
399.626;5047.958;-9999
399.636;5047.958;-9999
399.646;5047.958;-9999
399.656;5047.958;-9999
399.666;5047.958;-9999
399.676;5047.958;-9999
399.686;5047.958;-9999
399.696;5047.958;-9999
399.706;5047.958;-9999
399.716;5047.958;-9999
399.726;5047.958;-9999
399.736;5047.958;-9999
399.746;5047.958;-9999
399.756;5047.958;-9999
399.766;5047.958;-9999
399.776;5047.958;-9999
399.786;5047.958;-9999
399.796;5047.958;-9999
399.806;5047.958;-9999
399.816;5047.958;-9999
399.826;5047.958;-9999
399.836;5047.958;-9999
399.846;5047.958;-9999
399.856;5047.958;-9999
399.866;5047.958;-9999
399.876;5047.958;-9999
399.886;5047.958;-9999
399.896;5047.958;-9999
399.906;5047.958;-9999
399.916;5047.958;-9999
399.926;5047.958;-9999
399.936;5047.958;-9999
399.946;5047.958;-9999
399.956;5047.958;-9999
399.966;5047.958;-9999
399.976;5047.958;-9999
399.986;5047.958;-9999
399.996;5047.958;-9999
400.006;5047.958;-9999
400.016;5047.958;-9999
400.026;5047.958;-9999
400.036;5047.958;-9999
400.046;5047.958;-9999
400.056;5047.958;-9999
400.066;5047.958;-9999
400.076;5047.958;-9999
400.086;5047.958;-9999
400.096;5047.958;-9999
400.106;5047.958;-9999
400.116;5047.958;-9999
400.126;5047.958;-9999
400.136;5047.958;-9999
400.146;5047.958;-9999
400.156;5047.958;-9999
400.166;5047.958;-9999
400.176;5047.958;-9999
400.186;5047.958;-9999
400.196;5047.958;-9999
400.206;5047.958;-9999
400.216;5047.958;-9999
400.226;5047.958;-9999
400.236;5047.958;-9999
400.246;5047.958;-9999
400.256;5047.958;-9999
400.266;5047.958;-9999
400.276;5047.958;-9999
400.286;5047.958;-9999
400.296;5047.958;-9999
400.306;5047.958;-9999
400.316;5047.958;-9999
400.326;5047.958;-9999
400.336;5047.958;-9999
400.346;5047.958;-9999
400.356;5047.958;-9999
400.366;5047.958;-9999
400.376;5047.958;-9999
400.386;5047.958;-9999
400.396;5047.958;-9999
400.406;5047.958;-9999
400.416;5047.958;-9999
400.426;5047.958;-9999
400.436;5047.958;-9999
400.446;5047.958;-9999
400.456;5047.958;-9999
400.466;5047.958;-9999
400.476;5047.958;-9999
400.486;5047.958;-9999
400.496;5047.958;-9999
400.506;5047.958;-9999
400.516;5047.958;-9999
400.526;5047.958;-9999
400.536;5047.958;-9999
400.546;5047.958;-9999
400.556;5047.958;-9999
400.566;5047.958;-9999
400.576;5047.958;-9999
400.586;5047.958;-9999
400.596;5047.958;-9999
400.606;5047.958;-9999
400.616;5047.958;-9999
400.626;5047.958;-9999
400.636;5047.958;-9999
400.646;5047.958;-9999
400.656;5047.958;-9999
400.666;5047.958;-9999
400.676;5047.958;-9999
400.686;5047.958;-9999
400.696;5047.958;-9999
400.706;5047.958;-9999
400.716;5047.958;-9999
400.726;5047.958;-9999
400.736;5047.958;-9999
400.746;5047.958;-9999
400.756;5047.958;-9999
400.766;5047.958;-9999
400.776;5047.958;-9999
400.786;5047.958;-9999
400.796;5047.958;-9999
400.806;5047.958;-9999
400.816;5047.958;-9999
400.826;5047.958;-9999
400.836;5047.958;-9999
400.846;5047.958;-9999
400.856;5047.958;-9999
400.866;5047.958;-9999
400.876;5047.958;-9999
400.886;5047.958;-9999
400.896;5047.958;-9999
400.906;5047.958;-9999
400.916;5047.958;-9999
400.926;5047.958;-9999
400.936;5047.958;-9999
400.946;5047.958;-9999
400.956;5047.958;-9999
400.966;5047.958;-9999
400.976;5047.958;-9999
400.986;5047.958;-9999
400.996;5047.958;-9999
401.006;5047.958;-9999
401.016;5047.958;-9999
401.026;5047.958;-9999
401.036;5047.958;-9999
401.046;5047.958;-9999
401.056;5047.958;-9999
401.066;5047.958;-9999
401.076;5047.958;-9999
401.086;5047.958;-9999
401.096;5047.958;-9999
401.106;5047.958;-9999
401.116;5047.958;-9999
401.126;5047.958;-9999
401.136;5047.958;-9999
401.146;5047.958;-9999
401.156;5047.958;-9999
401.166;5047.958;-9999
401.176;5047.958;-9999
401.186;5047.958;-9999
401.196;5047.958;-9999
401.206;5047.958;-9999
401.216;5047.958;-9999
401.226;5047.958;-9999
401.236;5047.958;-9999
401.246;5047.958;-9999
401.256;5047.958;-9999
401.266;5047.958;-9999
401.276;5047.958;-9999
401.286;5047.958;-9999
401.296;5047.958;-9999
401.306;5047.958;-9999
401.316;5047.958;-9999
401.326;5047.958;-9999
401.336;5047.958;-9999
401.346;5047.958;-9999
401.356;5047.958;-9999
401.366;5047.958;-9999
401.376;5047.958;-9999
401.386;5047.958;-9999
401.396;5047.958;-9999
401.406;5047.958;-9999
401.416;5047.958;-9999
401.426;5047.958;-9999
401.436;5047.958;-9999
401.446;5047.958;-9999
401.456;5047.958;-9999
401.466;5047.958;-9999
401.476;5047.958;-9999
401.486;5047.958;-9999
401.496;5047.958;-9999
401.506;5047.958;-9999
401.516;5047.958;-9999
401.526;5047.958;-9999
401.536;5047.958;-9999
401.546;5047.958;-9999
401.556;5047.958;-9999
401.566;5047.958;-9999
401.576;5047.958;-9999
401.586;5047.958;-9999
401.596;5047.958;-9999
401.606;5047.958;-9999
401.616;5047.958;-9999
401.626;5047.958;-9999
401.636;5047.958;-9999
401.646;5047.958;-9999
401.656;5047.958;-9999
401.666;5047.958;-9999
401.676;5047.958;-9999
401.686;5047.958;-9999
401.696;5047.958;-9999
401.706;5047.958;-9999
401.716;5047.958;-9999
401.726;5047.958;-9999
401.736;5047.958;-9999
401.746;5047.958;-9999
401.756;5047.958;-9999
401.766;5047.958;-9999
401.776;5047.958;-9999
401.786;5047.958;-9999
401.796;5047.958;-9999
401.806;5047.958;-9999
401.816;5047.958;-9999
401.826;5047.958;-9999
401.836;5047.958;-9999
401.846;5047.958;-9999
401.856;5047.958;-9999
401.866;5047.958;-9999
401.876;5047.958;-9999
401.886;5047.958;-9999
401.896;5047.958;-9999
401.906;5047.958;-9999
401.916;5047.958;-9999
401.926;5047.958;-9999
401.936;5047.958;-9999
401.946;5047.958;-9999
401.956;5047.958;-9999
401.966;5047.958;-9999
401.976;5047.958;-9999
401.986;5047.958;-9999
401.996;5047.958;-9999
402.006;5047.958;-9999
402.016;5047.958;-9999
402.026;5047.958;-9999
402.036;5047.958;-9999
402.046;5047.958;-9999
402.056;5047.958;-9999
402.066;5047.958;-9999
402.076;5047.958;-9999
402.086;5047.958;-9999
402.096;5047.958;-9999
402.106;5047.958;-9999
402.116;5047.958;-9999
402.126;5047.958;-9999
402.136;5047.958;-9999
402.146;5047.958;-9999
402.156;5047.958;-9999
402.166;5047.958;-9999
402.176;5047.958;-9999
402.186;5047.958;-9999
402.196;5047.958;-9999
402.206;5047.958;-9999
402.216;5047.958;-9999
402.226;5047.958;-9999
402.236;5047.958;-9999
402.246;5047.958;-9999
402.256;5047.958;-9999
402.266;5047.958;-9999
402.276;5047.958;-9999
402.286;5047.958;-9999
402.296;5047.958;-9999
402.306;5047.958;-9999
402.316;5047.958;-9999
402.326;5047.958;-9999
402.336;5047.958;-9999
402.346;5047.958;-9999
402.356;5047.958;-9999
402.366;5047.958;-9999
402.376;5047.958;-9999
402.386;5047.958;-9999
402.396;5047.958;-9999
402.406;5047.958;-9999
402.416;5047.958;-9999
402.426;5047.958;-9999
402.436;5047.958;-9999
399.146;5047.968;-9999
399.156;5047.968;-9999
399.166;5047.968;-9999
399.176;5047.968;-9999
399.186;5047.968;-9999
399.196;5047.968;-9999
399.206;5047.968;-9999
399.216;5047.968;-9999
399.226;5047.968;-9999
399.236;5047.968;-9999
399.246;5047.968;-9999
399.256;5047.968;-9999
399.266;5047.968;-9999
399.276;5047.968;-9999
399.286;5047.968;-9999
399.296;5047.968;-9999
399.306;5047.968;-9999
399.316;5047.968;-9999
399.326;5047.968;-9999
399.336;5047.968;-9999
399.346;5047.968;-9999
399.356;5047.968;-9999
399.366;5047.968;-9999
399.376;5047.968;-9999
399.386;5047.968;-9999
399.396;5047.968;-9999
399.406;5047.968;-9999
399.416;5047.968;-9999
399.426;5047.968;-9999
399.436;5047.968;-9999
399.446;5047.968;-9999
399.456;5047.968;-9999
399.466;5047.968;-9999
399.476;5047.968;-9999
399.486;5047.968;-9999
399.496;5047.968;-9999
399.506;5047.968;-9999
399.516;5047.968;-9999
399.526;5047.968;-9999
399.536;5047.968;-9999
399.546;5047.968;-9999
399.556;5047.968;-9999
399.566;5047.968;-9999
399.576;5047.968;-9999
399.586;5047.968;-9999
399.596;5047.968;-9999
399.606;5047.968;-9999
399.616;5047.968;-9999
399.626;5047.968;-9999
399.636;5047.968;-9999
399.646;5047.968;-9999
399.656;5047.968;-9999
399.666;5047.968;-9999
399.676;5047.968;-9999
399.686;5047.968;-9999
399.696;5047.968;-9999
399.706;5047.968;-9999
399.716;5047.968;-9999
399.726;5047.968;-9999
399.736;5047.968;-9999
399.746;5047.968;-9999
399.756;5047.968;-9999
399.766;5047.968;-9999
399.776;5047.968;-9999
399.786;5047.968;-9999
399.796;5047.968;-9999
399.806;5047.968;-9999
399.816;5047.968;-9999
399.826;5047.968;-9999
399.836;5047.968;-9999
399.846;5047.968;-9999
399.856;5047.968;-9999
399.866;5047.968;-9999
399.876;5047.968;-9999
399.886;5047.968;-9999
399.896;5047.968;-9999
399.906;5047.968;-9999
399.916;5047.968;-9999
399.926;5047.968;-9999
399.936;5047.968;-9999
399.946;5047.968;-9999
399.956;5047.968;-9999
399.966;5047.968;-9999
399.976;5047.968;-9999
399.986;5047.968;-9999
399.996;5047.968;-9999
400.006;5047.968;-9999
400.016;5047.968;-9999
400.026;5047.968;-9999
400.036;5047.968;-9999
400.046;5047.968;-9999
400.056;5047.968;-9999
400.066;5047.968;-9999
400.076;5047.968;-9999
400.086;5047.968;-9999
400.096;5047.968;-9999
400.106;5047.968;-9999
400.116;5047.968;-9999
400.126;5047.968;-9999
400.136;5047.968;-9999
400.146;5047.968;-9999
400.156;5047.968;-9999
400.166;5047.968;-9999
400.176;5047.968;-9999
400.186;5047.968;-9999
400.196;5047.968;-9999
400.206;5047.968;-9999
400.216;5047.968;-9999
400.226;5047.968;-9999
400.236;5047.968;-9999
400.246;5047.968;-9999
400.256;5047.968;-9999
400.266;5047.968;-9999
400.276;5047.968;-9999
400.286;5047.968;-9999
400.296;5047.968;-9999
400.306;5047.968;-9999
400.316;5047.968;-9999
400.326;5047.968;-9999
400.336;5047.968;-9999
400.346;5047.968;-9999
400.356;5047.968;-9999
400.366;5047.968;-9999
400.376;5047.968;-9999
400.386;5047.968;-9999
400.396;5047.968;-9999
400.406;5047.968;-9999
400.416;5047.968;-9999
400.426;5047.968;-9999
400.436;5047.968;-9999
400.446;5047.968;-9999
400.456;5047.968;-9999
400.466;5047.968;-9999
400.476;5047.968;-9999
400.486;5047.968;-9999
400.496;5047.968;-9999
400.506;5047.968;-9999
400.516;5047.968;-9999
400.526;5047.968;-9999
400.536;5047.968;-9999
400.546;5047.968;-9999
400.556;5047.968;-9999
400.566;5047.968;-9999
400.576;5047.968;-9999
400.586;5047.968;-9999
400.596;5047.968;-9999
400.606;5047.968;-9999
400.616;5047.968;-9999
400.626;5047.968;-9999
400.636;5047.968;-9999
400.646;5047.968;-9999
400.656;5047.968;-9999
400.666;5047.968;-9999
400.676;5047.968;-9999
400.686;5047.968;-9999
400.696;5047.968;-9999
400.706;5047.968;-9999
400.716;5047.968;-9999
400.726;5047.968;-9999
400.736;5047.968;-9999
400.746;5047.968;-9999
400.756;5047.968;-9999
400.766;5047.968;-9999
400.776;5047.968;-9999
400.786;5047.968;-9999
400.796;5047.968;-9999
400.806;5047.968;-9999
400.816;5047.968;-9999
400.826;5047.968;-9999
400.836;5047.968;-9999
400.846;5047.968;-9999
400.856;5047.968;-9999
400.866;5047.968;-9999
400.876;5047.968;-9999
400.886;5047.968;-9999
400.896;5047.968;-9999
400.906;5047.968;-9999
400.916;5047.968;-9999
400.926;5047.968;-9999
400.936;5047.968;-9999
400.946;5047.968;-9999
400.956;5047.968;-9999
400.966;5047.968;-9999
400.976;5047.968;-9999
400.986;5047.968;-9999
400.996;5047.968;-9999
401.006;5047.968;-9999
401.016;5047.968;-9999
401.026;5047.968;-9999
401.036;5047.968;-9999
401.046;5047.968;-9999
401.056;5047.968;-9999
401.066;5047.968;-9999
401.076;5047.968;-9999
401.086;5047.968;-9999
401.096;5047.968;-9999
401.106;5047.968;-9999
401.116;5047.968;-9999
401.126;5047.968;-9999
401.136;5047.968;-9999
401.146;5047.968;-9999
401.156;5047.968;-9999
401.166;5047.968;-9999
401.176;5047.968;-9999
401.186;5047.968;-9999
401.196;5047.968;-9999
401.206;5047.968;-9999
401.216;5047.968;-9999
401.226;5047.968;-9999
401.236;5047.968;-9999
401.246;5047.968;-9999
401.256;5047.968;-9999
401.266;5047.968;-9999
401.276;5047.968;-9999
401.286;5047.968;-9999
401.296;5047.968;-9999
401.306;5047.968;-9999
401.316;5047.968;-9999
401.326;5047.968;-9999
401.336;5047.968;-9999
401.346;5047.968;-9999
401.356;5047.968;-9999
401.366;5047.968;-9999
401.376;5047.968;-9999
401.386;5047.968;-9999
401.396;5047.968;-9999
401.406;5047.968;-9999
401.416;5047.968;-9999
401.426;5047.968;-9999
401.436;5047.968;-9999
401.446;5047.968;-9999
401.456;5047.968;-9999
401.466;5047.968;-9999
401.476;5047.968;-9999
401.486;5047.968;-9999
401.496;5047.968;-9999
401.506;5047.968;-9999
401.516;5047.968;-9999
401.526;5047.968;-9999
401.536;5047.968;-9999
401.546;5047.968;-9999
401.556;5047.968;-9999
401.566;5047.968;-9999
401.576;5047.968;-9999
401.586;5047.968;-9999
401.596;5047.968;-9999
401.606;5047.968;-9999
401.616;5047.968;-9999
401.626;5047.968;-9999
401.636;5047.968;-9999
401.646;5047.968;-9999
401.656;5047.968;-9999
401.666;5047.968;-9999
401.676;5047.968;-9999
401.686;5047.968;-9999
401.696;5047.968;-9999
401.706;5047.968;-9999
401.716;5047.968;-9999
401.726;5047.968;-9999
401.736;5047.968;-9999
401.746;5047.968;-9999
401.756;5047.968;-9999
401.766;5047.968;-9999
401.776;5047.968;-9999
401.786;5047.968;-9999
401.796;5047.968;-9999
401.806;5047.968;-9999
401.816;5047.968;-9999
401.826;5047.968;-9999
401.836;5047.968;-9999
401.846;5047.968;-9999
401.856;5047.968;-9999
401.866;5047.968;-9999
401.876;5047.968;-9999
401.886;5047.968;-9999
401.896;5047.968;-9999
401.906;5047.968;-9999
401.916;5047.968;-9999
401.926;5047.968;-9999
401.936;5047.968;-9999
401.946;5047.968;-9999
401.956;5047.968;-9999
401.966;5047.968;-9999
401.976;5047.968;-9999
401.986;5047.968;-9999
401.996;5047.968;-9999
402.006;5047.968;-9999
402.016;5047.968;-9999
402.026;5047.968;-9999
402.036;5047.968;-9999
402.046;5047.968;-9999
402.056;5047.968;-9999
402.066;5047.968;-9999
402.076;5047.968;-9999
402.086;5047.968;-9999
402.096;5047.968;-9999
402.106;5047.968;-9999
402.116;5047.968;-9999
402.126;5047.968;-9999
402.136;5047.968;-9999
402.146;5047.968;-9999
402.156;5047.968;-9999
402.166;5047.968;-9999
402.176;5047.968;-9999
402.186;5047.968;-9999
402.196;5047.968;-9999
402.206;5047.968;-9999
402.216;5047.968;-9999
402.226;5047.968;-9999
402.236;5047.968;-9999
402.246;5047.968;-9999
402.256;5047.968;-9999
402.266;5047.968;-9999
402.276;5047.968;-9999
402.286;5047.968;-9999
402.296;5047.968;-9999
402.306;5047.968;-9999
402.316;5047.968;-9999
402.326;5047.968;-9999
402.336;5047.968;-9999
402.346;5047.968;-9999
402.356;5047.968;-9999
402.366;5047.968;-9999
402.376;5047.968;-9999
402.386;5047.968;-9999
402.396;5047.968;-9999
402.406;5047.968;-9999
402.416;5047.968;-9999
402.426;5047.968;-9999
402.436;5047.968;-9999
399.146;5047.978;-9999
399.156;5047.978;-9999
399.166;5047.978;-9999
399.176;5047.978;-9999
399.186;5047.978;-9999
399.196;5047.978;-9999
399.206;5047.978;-9999
399.216;5047.978;-9999
399.226;5047.978;-9999
399.236;5047.978;-9999
399.246;5047.978;-9999
399.256;5047.978;-9999
399.266;5047.978;-9999
399.276;5047.978;-9999
399.286;5047.978;-9999
399.296;5047.978;-9999
399.306;5047.978;-9999
399.316;5047.978;-9999
399.326;5047.978;-9999
399.336;5047.978;-9999
399.346;5047.978;-9999
399.356;5047.978;-9999
399.366;5047.978;-9999
399.376;5047.978;-9999
399.386;5047.978;-9999
399.396;5047.978;-9999
399.406;5047.978;-9999
399.416;5047.978;-9999
399.426;5047.978;-9999
399.436;5047.978;-9999
399.446;5047.978;-9999
399.456;5047.978;-9999
399.466;5047.978;-9999
399.476;5047.978;-9999
399.486;5047.978;-9999
399.496;5047.978;-9999
399.506;5047.978;-9999
399.516;5047.978;-9999
399.526;5047.978;-9999
399.536;5047.978;-9999
399.546;5047.978;-9999
399.556;5047.978;-9999
399.566;5047.978;-9999
399.576;5047.978;-9999
399.586;5047.978;-9999
399.596;5047.978;-9999
399.606;5047.978;-9999
399.616;5047.978;-9999
399.626;5047.978;-9999
399.636;5047.978;-9999
399.646;5047.978;-9999
399.656;5047.978;-9999
399.666;5047.978;-9999
399.676;5047.978;-9999
399.686;5047.978;-9999
399.696;5047.978;-9999
399.706;5047.978;-9999
399.716;5047.978;-9999
399.726;5047.978;-9999
399.736;5047.978;-9999
399.746;5047.978;-9999
399.756;5047.978;-9999
399.766;5047.978;-9999
399.776;5047.978;-9999
399.786;5047.978;-9999
399.796;5047.978;-9999
399.806;5047.978;-9999
399.816;5047.978;-9999
399.826;5047.978;-9999
399.836;5047.978;-9999
399.846;5047.978;-9999
399.856;5047.978;-9999
399.866;5047.978;-9999
399.876;5047.978;-9999
399.886;5047.978;-9999
399.896;5047.978;-9999
399.906;5047.978;-9999
399.916;5047.978;-9999
399.926;5047.978;-9999
399.936;5047.978;-9999
399.946;5047.978;-9999
399.956;5047.978;-9999
399.966;5047.978;-9999
399.976;5047.978;-9999
399.986;5047.978;-9999
399.996;5047.978;-9999
400.006;5047.978;-9999
400.016;5047.978;-9999
400.026;5047.978;-9999
400.036;5047.978;-9999
400.046;5047.978;-9999
400.056;5047.978;-9999
400.066;5047.978;-9999
400.076;5047.978;-9999
400.086;5047.978;-9999
400.096;5047.978;-9999
400.106;5047.978;-9999
400.116;5047.978;-9999
400.126;5047.978;-9999
400.136;5047.978;-9999
400.146;5047.978;-9999
400.156;5047.978;-9999
400.166;5047.978;-9999
400.176;5047.978;-9999
400.186;5047.978;-9999
400.196;5047.978;-9999
400.206;5047.978;-9999
400.216;5047.978;-9999
400.226;5047.978;-9999
400.236;5047.978;-9999
400.246;5047.978;-9999
400.256;5047.978;-9999
400.266;5047.978;-9999
400.276;5047.978;-9999
400.286;5047.978;-9999
400.296;5047.978;-9999
400.306;5047.978;-9999
400.316;5047.978;-9999
400.326;5047.978;-9999
400.336;5047.978;-9999
400.346;5047.978;-9999
400.356;5047.978;-9999
400.366;5047.978;-9999
400.376;5047.978;-9999
400.386;5047.978;-9999
400.396;5047.978;-9999
400.406;5047.978;-9999
400.416;5047.978;-9999
400.426;5047.978;-9999
400.436;5047.978;-9999
400.446;5047.978;-9999
400.456;5047.978;-9999
400.466;5047.978;-9999
400.476;5047.978;-9999
400.486;5047.978;-9999
400.496;5047.978;-9999
400.506;5047.978;-9999
400.516;5047.978;-9999
400.526;5047.978;-9999
400.536;5047.978;-9999
400.546;5047.978;-9999
400.556;5047.978;-9999
400.566;5047.978;-9999
400.576;5047.978;-9999
400.586;5047.978;-9999
400.596;5047.978;-9999
400.606;5047.978;-9999
400.616;5047.978;-9999
400.626;5047.978;-9999
400.636;5047.978;-9999
400.646;5047.978;-9999
400.656;5047.978;-9999
400.666;5047.978;-9999
400.676;5047.978;-9999
400.686;5047.978;-9999
400.696;5047.978;-9999
400.706;5047.978;-9999
400.716;5047.978;-9999
400.726;5047.978;-9999
400.736;5047.978;-9999
400.746;5047.978;-9999
400.756;5047.978;-9999
400.766;5047.978;-9999
400.776;5047.978;-9999
400.786;5047.978;-9999
400.796;5047.978;-9999
400.806;5047.978;-9999
400.816;5047.978;-9999
400.826;5047.978;-9999
400.836;5047.978;-9999
400.846;5047.978;-9999
400.856;5047.978;-9999
400.866;5047.978;-9999
400.876;5047.978;-9999
400.886;5047.978;-9999
400.896;5047.978;-9999
400.906;5047.978;-9999
400.916;5047.978;-9999
400.926;5047.978;-9999
400.936;5047.978;-9999
400.946;5047.978;-9999
400.956;5047.978;-9999
400.966;5047.978;-9999
400.976;5047.978;-9999
400.986;5047.978;-9999
400.996;5047.978;-9999
401.006;5047.978;-9999
401.016;5047.978;-9999
401.026;5047.978;-9999
401.036;5047.978;-9999
401.046;5047.978;-9999
401.056;5047.978;-9999
401.066;5047.978;-9999
401.076;5047.978;-9999
401.086;5047.978;-9999
401.096;5047.978;-9999
401.106;5047.978;-9999
401.116;5047.978;-9999
401.126;5047.978;-9999
401.136;5047.978;-9999
401.146;5047.978;-9999
401.156;5047.978;-9999
401.166;5047.978;-9999
401.176;5047.978;-9999
401.186;5047.978;-9999
401.196;5047.978;-9999
401.206;5047.978;-9999
401.216;5047.978;-9999
401.226;5047.978;-9999
401.236;5047.978;-9999
401.246;5047.978;-9999
401.256;5047.978;-9999
401.266;5047.978;-9999
401.276;5047.978;-9999
401.286;5047.978;-9999
401.296;5047.978;-9999
401.306;5047.978;-9999
401.316;5047.978;-9999
401.326;5047.978;-9999
401.336;5047.978;-9999
401.346;5047.978;-9999
401.356;5047.978;-9999
